Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497295,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497297,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497302,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497304,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497305,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497354,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
214134,Shaftesbury Homes and Arethusa Trading Company Ltd t/a Shaftesbury Young People,51497357,R5702,Payments to External Contractors,"£1,653.90",29/03/2019,Communities
236698,Shakespeare Distillery Ltd,51501570,C1060,Grants & Contributions To Outside Organisations,"£14,994.29",19/03/2019,Capital
235426,Shenstone Lodge School,51503297,R6109,Funding payment to Academies and Non WCC Schools,£600.00,20/03/2019,Communities
205523,Sherbourne Fields School,51486793,R6107,SEN Statements Funding,"£2,038.00",07/03/2019,Communities
205523,Sherbourne Fields School,51490683,R6107,SEN Statements Funding,"£12,774.00",15/03/2019,Communities
205523,Sherbourne Fields School,51496657,R6107,SEN Statements Funding,"£2,038.00",29/03/2019,Communities
205523,Sherbourne Fields School,51496659,R6107,SEN Statements Funding,"£2,038.00",29/03/2019,Communities
231956,Shining Examples Pre-School,51494854,R6106,Early Years Funding (PVIs and LA),"£1,256.90",01/03/2019,Communities
217434,Shipston High School Academy,51503774,R6107,SEN Statements Funding,"£3,929.00",22/03/2019,Communities
205528,Shipston Link Ltd,51505638,R5704,Public Transport,£780.00,26/03/2019,Communities
221166,Shipston Medical Centre,51505820,R5702,Payments to External Contractors,£700.00,29/03/2019,Communities
221166,Shipston Medical Centre,51505723,R5702,Payments to External Contractors,£612.01,29/03/2019,Communities
205531,Shipston Pre-School,51494837,R6106,Early Years Funding (PVIs and LA),"£2,568.90",01/03/2019,Communities
,Shoosmiths ,,C1010,Acquisition of New Assets,"£130,000.00",29/03/2019,Resources
235831,Shortlist Marketing,51464765,R4301,"Advertising, Publicity & Promotion","£5,000.00",26/03/2019,Communities
999982,Shrewley Village Hall,51506000,R5501,Grants / Donations to External Organisations,£874.00,26/03/2019,Communities
205554,Sibford School,51500584,R6107,SEN Statements Funding,"£1,613.00",13/03/2019,Communities
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51491249,R5702,Payments to External Contractors,"£71,250.51",08/03/2019,Communities
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51489852,R4513,Telephones & Broadband,£518.49,14/03/2019,Communities
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51503688,R5702,Payments to External Contractors,"£1,331.43",20/03/2019,Communities
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51503681,R5702,Payments to External Contractors,"£5,744.90",20/03/2019,Communities
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51503680,C1050,External Fees,"£40,867.87",26/03/2019,Capital
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51502926,R5702,Payments to External Contractors,£783.16,29/03/2019,Communities
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51502924,R5702,Payments to External Contractors,"£1,087.18",29/03/2019,Communities
205562,Siemens Mobility Ltd TRAFFIC (****8739) - CIS,51502925,R5702,Payments to External Contractors,"£52,189.00",29/03/2019,Communities
