Trans No,Supplier,Amount,Directorate,Pay Date
6991,Bookerecomm,£19.73,Communities,30/10/2021
48955,Bookmeetingroom.Com,£15.45,Communities,06/10/2021
11136,Boots 1810,£24.09,People,25/10/2021
16396,"Boots,newcastle",£39.69,People,05/10/2021
2192,Bp Guys Cliffe Conveni,£10.37,People,26/10/2021
42250,British Gas Online,£47.62,People,06/10/2021
41367,British Gas Online,£20.00,People,19/10/2021
41371,British Gas Online,£20.00,People,19/10/2021
9942,British Gas Otp,£20.00,People,01/10/2021
36304,British Gas Otp,£20.00,People,11/10/2021
36308,British Gas Otp,£20.00,People,11/10/2021
2063,British Gas Otp,£5.00,People,29/10/2021
2077,British Gas Otp,£15.00,People,29/10/2021
26255,Brooks/forgings/,£96.97,Communities,12/10/2021
26255,Brooks/forgings/,£48.48,Communities,12/10/2021
26255,Brooks/forgings/,£48.48,Communities,12/10/2021
41171,Brumacc,£91.43,People,13/10/2021
34686,Bsm Driving School,£301.00,People,07/10/2021
24298,Btconsumer Wifirecurri,£25.00,Communities,08/10/2021
9858,Building & Plumb Supp,£19.04,Communities,14/10/2021
2438,Building & Plumb Supp,£42.27,Communities,18/10/2021
2441,Building & Plumb Supp,£7.83,Communities,18/10/2021
2444,Building & Plumb Supp,£93.61,Communities,18/10/2021
29162,C.E.F. (Rugby),£62.50,Communities,13/10/2021
27396,Cadbury World Internet,£18.05,People,22/10/2021
14070,Calendly,£7.36,Communities,09/10/2021
13946,Card Factory,£13.86,Communities,19/10/2021
20672,Carpet Castle,£416.67,Resources,14/10/2021
31236,Cartridge Save,£18.98,People,01/10/2021
13542,Cartridge Save,£42.46,Communities,26/10/2021
25766,Cartridgepeople.Com,£132.25,Resources,05/10/2021
24990,Cartridgepeople.Com,£124.92,Resources,12/10/2021
14580,Ccl Computers Ltd,£101.20,Resources,27/10/2021
10560,Central Buildings And,£165.00,People,13/10/2021
4419,Central Buildings And,£137.50,People,19/10/2021
7253,Central Buildings And,£37.50,People,27/10/2021
25366,Central Eng Co Op,£9.54,People,27/10/2021
12874,Cex,£95.00,People,07/10/2021
11817,Chandlers Accounts,"£1,125.19",Communities,19/10/2021
17520,Charlies Stores Ltd,£319.20,Communities,15/10/2021
9959,Chesford Grange Hotel,£304.00,People,28/10/2021
6701,Cieem.Net,£275.00,Communities,27/10/2021
41618,Cm *musicroom.Com,£24.75,Communities,18/10/2021
25338,Co Operative Food,£7.29,People,26/10/2021
27143,Co Operative Food,£7.50,People,27/10/2021
40503,Co-Op Group Food,£7.92,People,14/10/2021
31678,Co-Op Late Shop,£3.83,People,12/10/2021
30373,Co-Op Late Shop,£6.00,People,18/10/2021
30646,Co-Op Late Shop,£1.75,People,20/10/2021
24021,Co-Op Late Shop,£12.35,Communities,22/10/2021
27011,Co-Op Late Shop,£2.15,People,27/10/2021
25892,Co-Operative Food,£2.00,People,21/10/2021
15709,Costa @ Tesco,£6.58,People,27/10/2021
16307,Costa Coffee,£7.69,People,04/10/2021
15491,Costa Coffee,£5.58,People,28/10/2021
17569,Costa Coffee 43036695,£1.47,People,01/10/2021
19066,Costa Coffee 43036785,£1.12,People,12/10/2021
16555,Costa Coffee 43044225,£3.60,People,18/10/2021
14521,Costa Coffee Rugby 2,£5.12,People,20/10/2021
10994,Costa Leamington Spa D,£3.07,People,04/10/2021
12212,Costa Leamington Spa D,£3.08,People,27/10/2021
12145,Costa Lutterworth,£5.29,People,12/10/2021
26587,Costco Online UK Limit,£191.66,Communities,28/10/2021
26042,Costco Wholesale #122,£54.25,People,20/10/2021
42575,Costcutter Rugby,£2.08,People,20/10/2021
28291,Coventry Car Park,£12.00,Communities,08/10/2021
35928,Coventry Car Park,£12.00,Communities,19/10/2021
31770,Coventry Car Park,£10.00,Communities,20/10/2021
10470,Crosscountrycom,£95.50,People,14/10/2021
8418,Crown Waste Management,£61.00,People,01/10/2021
8421,Crown Waste Management,£157.50,People,01/10/2021
983,Crown Waste Management,£51.00,People,07/10/2021
15016,Currys Business,£85.37,People,07/10/2021
19896,Currys Care Service,-£4.50,People,26/10/2021
19900,Currys Care Service,-£4.95,People,26/10/2021
19904,Currys Care Service,-£5.40,People,26/10/2021
19908,Currys Care Service,-£2.70,People,26/10/2021
22963,Currys Online,£397.50,Communities,01/10/2021
26828,Currys Online,£99.00,People,06/10/2021
29408,Currys Online,£954.17,People,12/10/2021
31093,Currys Online,£236.67,People,13/10/2021
30942,Currys Online,£204.00,People,13/10/2021
27445,Currys Online,£954.17,People,19/10/2021
21581,Currys Online,£954.17,People,25/10/2021
25701,Currys Online,£295.82,People,27/10/2021
19036,Currys Stratford Up,"£2,347.53",People,21/10/2021
17159,Decathlon,£45.78,People,22/10/2021
24260,Deichmann UK Online,£20.82,Resources,13/10/2021
11200,Derwent Living,£100.78,People,12/10/2021
24835,Disccycle/Leisureout,-£775.93,Communities,20/10/2021
16419,Disclosure & Barring,£13.00,Communities,01/10/2021
12702,Disclosure And Barring,£23.00,People,12/10/2021
39328,Disposables &cater,£80.53,Communities,13/10/2021
52824,Dlvr.It,£14.76,Resources,06/10/2021
42688,Domino S Pizza,£31.46,People,07/10/2021
24389,Dpd Wl,£21.98,Fire and Rescue,06/10/2021
32983,Drayton Manor Park,£5.00,People,27/10/2021
30070,Drayton Manor Resort L,£110.22,People,25/10/2021
26903,Drayton Manor Resort L,£245.00,People,27/10/2021
23482,Drayton Manor Resort L,£56.50,People,27/10/2021
23482,Drayton Manor Resort L,£9.83,People,27/10/2021
23506,Drayton Manor Resort L,£11.80,People,27/10/2021
7641,Drayton Manor Resort L,£16.67,People,27/10/2021
23490,Drayton Manor Resort L,£53.75,People,27/10/2021
23486,Drayton Manor Resort L,£3.15,People,27/10/2021
23498,Drayton Manor Resort L,£9.60,People,27/10/2021
23518,Drayton Manor Resort L,£33.20,People,27/10/2021
23522,Drayton Manor Resort L,£22.10,People,27/10/2021
33233,Drayton Manor Resort L,£27.00,People,28/10/2021
4843,Dreams Ltd,"£2,874.60",People,10/10/2021
10907,Dri*lenovo,£216.66,Resources,15/10/2021
26326,Dunelm,-£16.67,People,12/10/2021
33353,Dvla Driver Online,£34.00,People,13/10/2021
29628,Dvla Driver Online,£28.33,People,21/10/2021
33078,Dvla Vehicle Tax,£282.50,Communities,12/10/2021
34492,Dvla Vehicle Tax,£167.50,Communities,20/10/2021
34496,Dvla Vehicle Tax,£167.50,Communities,20/10/2021
34520,Dvla Vehicle Tax,£277.50,Communities,20/10/2021
34524,Dvla Vehicle Tax,£282.50,Communities,20/10/2021
34536,Dvla Vehicle Tax,£157.50,Communities,20/10/2021
34540,Dvla Vehicle Tax,£167.50,Communities,20/10/2021
34548,Dvla Vehicle Tax,£167.50,Communities,20/10/2021
34568,Dvla Vehicle Tax,£167.50,Communities,20/10/2021
34584,Dvla Vehicle Tax,£277.50,Communities,20/10/2021
34608,Dvla Vehicle Tax,£277.50,Communities,20/10/2021
22224,Dvla Vehicle Tax,£277.50,Communities,22/10/2021
22264,Dvla Vehicle Tax,£277.50,Communities,22/10/2021
25033,Dvla Vehicle Tax,£277.50,Communities,25/10/2021
24916,Dvla Vehicle Tax,£277.50,Communities,27/10/2021
25000,Dvla Vehicle Tax,£277.50,Communities,27/10/2021
19706,Dvla Vehicle Tax,£282.50,Communities,29/10/2021
1026,Dvsa,£257.00,Communities,04/10/2021
4710,Dvsa,£205.00,Communities,22/10/2021
49598,Eb *alerc Conference 2,£40.00,Communities,06/10/2021
47819,Eb *basic Archive Skil,£138.94,Communities,07/10/2021
41182,Eb *floodplain Meadows,£20.83,Communities,11/10/2021
41732,Eb *hoarding Awareness,£67.87,Fire and Rescue,18/10/2021
40279,Eb *national Hoarding,£135.73,Fire and Rescue,15/10/2021
38385,Eb *nspa Conference Su,£140.00,Communities,27/10/2021
391,Ebay Commerce UK Ltd,£173.30,People,18/10/2021
7367,Ebay Commerce UK Ltd,£16.77,Communities,19/10/2021
3450,Ebay Commerce UK Ltd,£51.30,Resources,19/10/2021
3657,Ebay Commerce UK Ltd,£8.41,Communities,19/10/2021
3657,Ebay Commerce UK Ltd,£16.82,Communities,19/10/2021
3657,Ebay Commerce UK Ltd,£8.41,Communities,19/10/2021
11540,Ebay Commerce UK Ltd,£10.00,Resources,20/10/2021
2689,Ebay Commerce UK Ltd,£87.50,People,25/10/2021
2978,Ebay Commerce UK Ltd,£49.45,People,25/10/2021
6457,Ebay Commerce UK Ltd,£4.97,Communities,27/10/2021
35653,Ebay O*11-07674-64691,£19.32,Fire and Rescue,01/10/2021
46735,Ebay O*14-07700-14280,£75.00,Resources,07/10/2021
46738,Ebay O*14-07700-14281,£15.50,Resources,07/10/2021
46741,Ebay O*14-07700-14282,£135.90,Resources,07/10/2021
35958,Ebay O*27-07670-96673,£58.29,Communities,01/10/2021
20382,Enterprise Rent A Car,£50.52,People,01/10/2021
18716,Enterprise Rent A Car,£29.17,People,04/10/2021
18728,Enterprise Rent A Car,£32.46,People,04/10/2021
22010,Enterprise Rent A Car,£27.21,People,05/10/2021
15436,Enterprise Rent A Car,£35.00,People,11/10/2021
22695,Enterprise Rent A Car,£40.06,People,11/10/2021
22692,Enterprise Rent A Car,£10.00,People,12/10/2021
22698,Enterprise Rent A Car,£40.06,People,12/10/2021
3748,Enterprise Rent A Car,£247.02,People,13/10/2021
20925,Enterprise Rent A Car,-£80.21,People,13/10/2021
24083,Enterprise Rent A Car,£42.71,People,13/10/2021
24086,Enterprise Rent A Car,£40.06,People,13/10/2021
23067,Enterprise Rent A Car,£32.42,People,14/10/2021
23788,Enterprise Rent A Car,£32.42,People,20/10/2021
21299,Enterprise Rent A Car,£200.00,People,21/10/2021
6684,Enterprise Rent A Car,-£200.00,People,21/10/2021
17812,Enterprise Rent A Car,£31.67,People,26/10/2021
13405,Enterprise Rent A Car,£54.84,People,28/10/2021
12001,Enterprise Rent A Car,£27.17,People,29/10/2021
3344,Enterprise Rent A Car,£27.42,People,30/10/2021
15369,Epay.Ed.Ac.Uk,£50.00,People,06/10/2021
47176,Etsy,£50.50,Resources,07/10/2021
46798,Etsy,£26.04,Resources,19/10/2021
46798,Etsy,£46.90,Resources,19/10/2021
34637,Etsy.Com - Charlierose,£25.58,Communities,26/10/2021
37576,Etsy.Com - Coffeeboxed,£37.46,Communities,01/10/2021
39902,Euroffice.Co.Uk,£134.63,Communities,20/10/2021
39898,Euroffice.Co.Uk,-£118.05,Communities,21/10/2021
31825,Evaris,£263.32,Communities,04/10/2021
31828,Evaris,£263.32,Communities,04/10/2021
31831,Evaris,£254.98,Communities,04/10/2021
31834,Evaris,£129.99,Communities,04/10/2021
34971,Exhibit 3sixty Ltd,£322.20,Communities,11/10/2021
45579,Facebk *dm9t983fp2,£470.34,Resources,12/10/2021
45576,Facebk *mnans73ep2,£500.00,Resources,12/10/2021
10456,Facebk *tutjn8xdp2,£450.00,Resources,24/10/2021
31322,Facebk *ugthr83fp2,£450.00,Resources,29/10/2021
37088,Facebk *vyxqj8kep2,£32.28,Resources,01/10/2021
11600,Facebk *wq6zx8bep2,£154.68,Resources,31/10/2021
37946,Facebk *ylelq9tep2,£450.00,Resources,15/10/2021
35965,Findel Education,£118.69,Communities,05/10/2021
14781,Firstaid4less.Co.Uk,£34.68,People,25/10/2021
41167,Flickr Pro Monthly,£6.49,Resources,08/10/2021
35858,"Formstack, Llc",£77.21,Resources,29/10/2021
