Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
206487,Veolia Enviromental Services UK Ltd,51426397,R5702,Payments to External Contractors,1389.35,23/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51426395,R5702,Payments to External Contractors,1431.95,23/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51430595,R5702,Payments to External Contractors,1452.21,30/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51430598,R5841,Landfill Tax Payments,1453.45,31/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51418849,R5841,Landfill Tax Payments,1560.18,03/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51421445,R5702,Payments to External Contractors,1596.25,10/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51430592,R5841,Landfill Tax Payments,1606.44,31/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51430599,R5841,Landfill Tax Payments,1618.89,31/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51418835,R5841,Landfill Tax Payments,1693.61,03/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51430590,R5841,Landfill Tax Payments,2070.76,31/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51424472,R5702,Payments to External Contractors,2475.80,16/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51425239,R5841,Landfill Tax Payments,3775.05,16/08/2018,Communities
206487,Veolia Enviromental Services UK Ltd,51418840,R5841,Landfill Tax Payments,3984.96,01/08/2018,Communities
